0,1,2
2.0,10.0,9.807521410844974
2.0,1.0,87.20249990155774
2.0,2.0,13.572197731777264
2.0,3.0,4.301501775147414
2.0,4.0,2.212938785709322
2.0,5.0,1.573712778907491
2.0,6.0,1.5485574751407511
2.0,7.0,2.1581835452167217
2.0,8.0,2.9765604830498167
2.0,9.0,5.035200821248495
