0,1,2
1.0,10.0,1.7312684303115002
1.0,3.0,10.605054589654296
1.0,4.0,0.44977866830541163
1.0,5.0,0.4415678686528317
1.0,7.0,0.8219459667588251
1.0,8.0,10.629104832931656
1.0,9.0,0.902413280917502
2.0,2.0,1.487196281596944
2.0,4.0,1.7419942519781921
2.0,5.0,0.5914352564991309
2.0,6.0,0.5304481256430512
2.0,7.0,1.305541663695358
2.0,8.0,10.629104832931656
